Lead ID,Date,Location,Form,Postcode,Make,Model,State,Registration Type,Badge,Colour,Second-preference Colour,Optional Package,Trade-in Yes/No,Year,Vehicle,Model,Odometer
3240180,24/5/2026,Northern JAC Motors,HunterBuild,3107,JAC,Hunter,VIC,Personal,Hunter Pro 4x4,Karak,,,Yes,2009,Toyota,Corolla,245000
3240170,24/5/2026,JAC Motors Sunshine Coast - Maroochydore,Reserve Your Build,N/A,JAC,Hunter,QLD,Personal,Hunter Pro 4x4,Ochre,Hammerhead,,Yes,2020,Mitsubishi Pajero Sport,GLS,79000
3240141,23/5/2026,E.L.N. JAC Motors,Register Your Interest JAC Hunter,2260,,,,,,,,,,,,,
3240069,23/5/2026,E.L.N. JAC Motors,Register Your Interest JAC Hunter,2250,,,,,,,,,,,,,
3240045,23/5/2026,Northern JAC Motors,Register Your Interest JAC Hunter,3158,,,,,,,,,,,,,
3240034,23/5/2026,JAC Motors Hillcrest,Register Your Interest JAC Hunter,4069,,,,,,,,,,,,,
3239977,23/5/2026,Sydney City JAC Motors,Register Your Interest JAC Hunter,2026,,,,,,,,,,,,,
3239959,23/5/2026,Sydney City JAC Motors,Reserve Your Build,N/A,JAC,Hunter,NSW,Business,Hunter X 4x4,Karak,I would like to wait for my preferred colour.,Front & Rear Diff Lock - Already included,Yes,2022,Ldv t60,Pro,40000
3239920,23/5/2026,JAC Motors Liverpool,HunterBuild,2141,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Huntsman,I would like to wait for my preferred colour.,,No,,,,
3239905,23/5/2026,JAC Motors Hillcrest,HunterBuild,4285,JAC,Hunter,QLD,Personal,Hunter Pro 4x4,Karak,,,Yes,2010,ford,ranger,240000
3239833,22/5/2026,Northern JAC Motors,HunterBuild,3805,JAC,Hunter,VIC,Personal,Hunter X 4x4,Karak,Stratus,Front & Rear Diff Lock - Already included,Yes,,Ranger,Sport,75000
3239690,22/5/2026,Sydney City JAC Motors,Reserve Your Build,N/A,JAC,Hunter,NSW,Personal,Hunter X 4x4,Ochre,I would like to wait for my preferred colour.,"Front & Rear Diff Lock - Already included, Power Sunroof - $TBC",No,,,,
3239614,22/5/2026,JAC Motors Midland,Register Your Interest JAC Hunter,6429,,,,,,,,,,,,,
3239488,22/5/2026,Northern JAC Motors,HunterBuild,3061,JAC,Hunter,VIC,Personal,Hunter X 4x4,Huntsman,Huntsman,Front & Rear Diff Lock - Already included,No,,,,
3239343,21/5/2026,JAC Motors Wodonga,HunterBuild,2650,JAC,Hunter,NSW,Business,Hunter Pro 4x4,Stratus,Stratus,Front & Rear Diff Lock - $TBC,Yes,2024,Isuzu,Dmax,30500
3239163,21/5/2026,JAC Motors Werribee,HunterBuild,3220,JAC,Hunter,VIC,Personal,Hunter Pro 4x4,Stratus,I would like to wait for my preferred colour.,,Yes,2021,Ford,Wildtrak,128000
3239133,21/5/2026,JAC Motors Liverpool,Reserve Your Build,N/A,JAC,Hunter,NSW,Business,Hunter Pro 4x4,Hammerhead,Huntsman,,Yes,2024,Subaru,Impreza 2.0S,"21,000"
3239113,21/5/2026,JAC Motors Wanneroo,Register Your Interest JAC Hunter,6030,,,,,,,,,,,,,
3239109,21/5/2026,Cricks Tweed JAC Motors,Register Your Interest JAC Hunter,4228,,,,,,,,,,,,,
3239068,21/5/2026,JAC Motors Newcastle,Reserve Your Build,N/A,JAC,Hunter,NSW,Business,Hunter Pro 4x4,Ochre,Hammerhead,,No,,,,
3239019,21/5/2026,Coral Coast JAC Motors,Register Your Interest JAC Hunter,4814,,,,,,,,,,,,,
3238910,21/5/2026,JAC Motors Werribee,HunterBuild,3030,JAC,Hunter,VIC,Personal,Hunter Pro 4x4,Ochre,Stratus,,Yes,2018,Ford,Ranger XLT,303000
3238768,20/5/2026,Coral Coast JAC Motors,HunterBuild,4852,JAC,Hunter,QLD,Personal,Hunter Pro 4x4,Hammerhead,Karak,,Yes,,,,
3238391,20/5/2026,Northern JAC Motors,Register Your Interest JAC Hunter,3060,,,,,,,,,,,,,
3238338,19/5/2026,Kings Cars JAC Motors,Register Your Interest JAC Hunter,3250,,,,,,,,,,,,,
3238317,19/5/2026,JAC Motors Wodonga,Register Your Interest JAC Hunter,2680,,,,,,,,,,,,,
3238306,19/5/2026,E.L.N. JAC Motors,HunterBuild,2260,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Stratus,Huntsman,,Yes,2015,Mazda,BT50,220000
3238262,19/5/2026,Keystar JAC Motors Kippa-Ring,Register Your Interest JAC Hunter,4053,,,,,,,,,,,,,
3238238,19/5/2026,JAC Motors Hampstead Gardens,Register Your Interest JAC Hunter,5052,,,,,,,,,,,,,
3238194,19/5/2026,Northern JAC Motors,Register Your Interest JAC Hunter,3163,,,,,,,,,,,,,
3238184,19/5/2026,JAC Motors,Register Your Interest JAC Hunter,2529,,,,,,,,,,,,,
3238053,19/5/2026,JAC Motors Wanneroo,Register Your Interest JAC Hunter,6018,,,,,,,,,,,,,
3238010,19/5/2026,JAC Motors Hampstead Gardens,Reserve Your Build,N/A,JAC,Hunter,SA,Personal,Hunter Pro 4x4,Stratus,I would like to wait for my preferred colour.,,No,,,,
3237976,19/5/2026,JAC Motors,Register Your Interest JAC Hunter,7316,,,,,,,,,,,,,
3237817,19/5/2026,Cricks Highway JAC Motors,Register Your Interest JAC Hunter,4121,,,,,,,,,,,,,
3237765,18/5/2026,JAC Motors Werribee,HunterBuild,3029,JAC,Hunter,VIC,Personal,Hunter X 4x4,Karak,I would like to wait for my preferred colour.,"Front & Rear Diff Lock - Already included, Power Sunroof - $TBC",No,,,,
3237735,18/5/2026,JAC Motors Hampstead Gardens,HunterBuild,5255,JAC,Hunter,SA,Personal,Hunter X 4x4,Hammerhead,Karak,"Front & Rear Diff Lock - Already included, Power Sunroof - $TBC",Yes,2017,Holden,Captiva LX,"130,000"
3237686,18/5/2026,JAC Motors Midland,HunterBuild,6208,JAC,Hunter,NSW,Personal,Hunter X 4x4,Stratus,,Front & Rear Diff Lock - Already included,No,,,,
3237664,18/5/2026,JAC Motors Werribee,Register Your Interest JAC Hunter,3222,,,,,,,,,,,,,
3237619,18/5/2026,Parramatta City JAC Motors,HunterBuild,2156,JAC,Hunter,NSW,Personal,Hunter X 4x4,Stratus,,Front & Rear Diff Lock - Already included,Yes,,,,
3237612,18/5/2026,von Bibra JAC Motors,Register Your Interest JAC Hunter,4215,,,,,,,,,,,,,
3237484,18/5/2026,JAC Motors Gawler,HunterBuild,5114,JAC,Hunter,SA,Personal,Hunter X 4x4,Stratus,Stratus,"Front & Rear Diff Lock - Already included, Power Sunroof - $TBC",Yes,2015,Audi,A4,160000
3237375,18/5/2026,JAC Motors Midland,Register Your Interest JAC Hunter,6171,,,,,,,,,,,,,
3237176,18/5/2026,JAC Motors Werribee,HunterBuild,3024,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Ochre,Hammerhead,,Yes,,C40 recharge,C40,81000
3237159,18/5/2026,Cricks Highway JAC Motors,HunterBuild,4165,JAC,Hunter,QLD,Business,Hunter X 4x4,Ochre,I would like to wait for my preferred colour.,Front & Rear Diff Lock - Already included,Yes,,,,
3237149,18/5/2026,Coral Coast JAC Motors,HunterBuild,4852,JAC,Hunter,QLD,Personal,Hunter X 4x4,Hammerhead,I would like to wait for my preferred colour.,Front & Rear Diff Lock - Already included,No,,,,
3237108,17/5/2026,JAC Motors Wanneroo,HunterBuild,6027,JAC,Hunter,NSW,Personal,Hunter X 4x4,Hammerhead,I would like to wait for my preferred colour.,Front & Rear Diff Lock - Already included,Yes,2008,Mitsubishi,Triton,282000
3237105,17/5/2026,JAC Motors Wanneroo,Register Your Interest JAC Hunter,6027,,,,,,,,,,,,,
3237069,17/5/2026,Cricks Tweed JAC Motors,HunterBuild,2485,JAC,Hunter,NSW,Personal,Hunter X 4x4,Hammerhead,Karak,Front & Rear Diff Lock - Already included,Yes,2022,Mazda,Bt50,95000
3237048,17/5/2026,Northern JAC Motors,Reserve Your Build,N/A,JAC,Hunter,VIC,Business,Hunter X 4x4,Hammerhead,Ochre,Front & Rear Diff Lock - Already included,Yes,2013,Honda,Civic,157611
3236997,17/5/2026,JAC Motors Liverpool,HunterBuild,2172,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Ochre,Karak,,Yes,2023,Gwm,Tank 300,70000
3236885,17/5/2026,Geoff King JAC Motors,Register Your Interest JAC Hunter,2450,,,,,,,,,,,,,
3236768,17/5/2026,Parramatta City JAC Motors,HunterBuild,2077,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Ochre,Huntsman,Front & Rear Diff Lock - $TBC,Yes,2012,Mazda,BT50,180000
3236726,16/5/2026,Sydney City JAC Motors,HunterBuild,2218,JAC,Hunter,NSW,Personal,Hunter X 4x4,Karak,Ochre,"Front & Rear Diff Lock - Already included, Power Sunroof - $TBC",Yes,,,,
3236723,16/5/2026,JAC Motors Midland,HunterBuild,6171,JAC,Hunter,WA,Personal,Hunter X 4x4,Stratus,Ochre,"Front & Rear Diff Lock - Already included, Power Sunroof - $TBC",No,,,,
3236711,16/5/2026,Cricks Highway JAC Motors,HunterBuild,4207,JAC,Hunter,QLD,business,Hunter Pro 4x4,Stratus,I would like to wait for my preferred colour.,,no,,,,
3236693,16/5/2026,Sydney City JAC Motors,Register Your Interest JAC Hunter,2089,,,,,,,,,,,,,
3236677,16/5/2026,JAC Motors Sunshine Coast - Maroochydore,Register Your Interest JAC Hunter,4556,,,,,,,,,,,,,
3236619,16/5/2026,Keystar JAC Motors Kippa-Ring,Register Your Interest JAC Hunter,4034,,,,,,,,,,,,,
3236612,16/5/2026,JAC Motors Penrith,Register Your Interest JAC Hunter,2750,,,,,,,,,,,,,
3236558,16/5/2026,Sydney City JAC Motors,Register Your Interest JAC Hunter,2210,,,,,,,,,,,,,
3236515,16/5/2026,Geoff King JAC Motors,Register Your Interest JAC Hunter,2453,,,,,,,,,,,,,
3236394,16/5/2026,JAC Motors Penrith,HunterBuild,2759,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Huntsman,Hammerhead,,No,,,,
3236356,15/5/2026,JAC Motors Midland,Register Your Interest JAC Hunter,6167,,,,,,,,,,,,,
3236335,15/5/2026,JAC Motors Cairns,Register Your Interest JAC Hunter,4868,,,,,,,,,,,,,
3236310,15/5/2026,JAC Motors Liverpool,Register Your Interest JAC Hunter,2564,,,,,,,,,,,,,
3236188,15/5/2026,von Bibra JAC Motors,Register Your Interest JAC Hunter,4216,,,,,,,,,,,,,
3236150,15/5/2026,JAC Motors Wanneroo,Reserve Your Build,N/A,JAC,Hunter,WA,Personal,Hunter Pro 4x4,Stratus,Huntsman,Front & Rear Diff Lock - $TBC,No,,,,
3236101,15/5/2026,JAC Motors,Register Your Interest JAC Hunter,3086,,,,,,,,,,,,,
3236006,15/5/2026,Northern JAC Motors,Register Your Interest JAC Hunter,3016,,,,,,,,,,,,,
3235861,14/5/2026,Northern JAC Motors,HunterBuild,3931,JAC,Hunter,VIC,Personal,Hunter X 4x4,Ochre,,Front & Rear Diff Lock - Already included,Yes,2021,Ford,Ranger,78000
3235780,14/5/2026,Coral Coast JAC Motors,Reserve Your Build,N/A,JAC,Hunter,QLD,Personal,Hunter X 4x4,Ochre,I would like to wait for my preferred colour.,Front & Rear Diff Lock - Already included,Yes,2004,Nissan,Navara,264000
3235773,14/5/2026,Northern JAC Motors,HunterBuild,3977,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Ochre,,,Yes,,,,
3235741,14/5/2026,Cricks Highway JAC Motors,HunterBuild,4127,JAC,Hunter,QLD,Personal,Hunter X 4x4,Ochre,I would like to wait for my preferred colour.,"Front & Rear Diff Lock - Already included, Power Sunroof - $TBC",Yes,2020,Mitsubishi,Triton GSR,85500
3235707,14/5/2026,Keystar JAC Motors Morayfield,Reserve Your Build,N/A,JAC,Hunter,QLD,Business,Hunter X 4x4,Hammerhead,I would like to wait for my preferred colour.,Front & Rear Diff Lock - Already included,No,,,,
3235685,14/5/2026,Keystar JAC Motors Kippa-Ring,HunterBuild,4032,JAC,Hunter,QLD,Business,Hunter X 4x4,Karak,I would like to wait for my preferred colour.,"Front & Rear Diff Lock - Already included, Power Sunroof - $TBC",No,,,,
3235617,14/5/2026,Cricks Highway JAC Motors,HunterBuild,4110,JAC,Hunter,QLD,Personal,Hunter X 4x4,Ochre,Ochre,Front & Rear Diff Lock - Already included,Yes,2022,GWM,Cannon,60000
3235504,14/5/2026,Northern JAC Motors,HunterBuild,3931,JAC,Hunter,VIC,Personal,Hunter X 4x4,Ochre,,Front & Rear Diff Lock - Already included,Yes,2021,Ford,Ranger,78000
3235499,14/5/2026,JAC Motors Werribee,Register Your Interest JAC Hunter,3223,,,,,,,,,,,,,
3235371,14/5/2026,JAC Motors Penrith,Register Your Interest JAC Hunter,2756,,,,,,,,,,,,,
3235351,14/5/2026,Northern JAC Motors,HunterBuild,3930,JAC,Hunter,VIC,Business,Hunter Pro 4x4,Huntsman,Ochre,Front & Rear Diff Lock - $TBC,Yes,2019,Range Rover,Sport,120000
3235341,14/5/2026,JAC Motors Penrith,Register Your Interest JAC Hunter,2745,,,,,,,,,,,,,
3235332,14/5/2026,JAC Motors Queanbeyan,Register Your Interest JAC Hunter,2600,,,,,,,,,,,,,
3235306,13/5/2026,Cricks Highway JAC Motors,Register Your Interest JAC Hunter,4207,,,,,,,,,,,,,
3235286,13/5/2026,JAC Motors Midland,Register Your Interest JAC Hunter,6210,,,,,,,,,,,,,
3235264,13/5/2026,JAC Motors Gawler,Reserve Your Build,N/A,JAC,Hunter,SA,Personal,Hunter X 4x4,Stratus,Karak,Front & Rear Diff Lock - Already included,No,,,,
3235237,13/5/2026,JAC Motors Liverpool,Register Your Interest JAC Hunter,2131,,,,,,,,,,,,,
3235230,13/5/2026,E.L.N. JAC Motors,Register Your Interest JAC Hunter,2336,,,,,,,,,,,,,
3235058,13/5/2026,JAC Motors Dubbo,HunterBuild,2830,JAC,Hunter,NSW,Personal,Hunter X 4x4,Ochre,Hammerhead,"Front & Rear Diff Lock - Already included, Power Sunroof - $TBC",Yes,2021,Havel,H6,130000
3234904,13/5/2026,E.L.N. JAC Motors,HunterBuild,2284,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Ochre,I would like to wait for my preferred colour.,,Yes,2026,Byd,Shark 6,4000
3234894,13/5/2026,Coral Coast JAC Motors,Register Your Interest JAC Hunter,4660,,,,,,,,,,,,,
3234875,13/5/2026,JAC Motors Midland,Register Your Interest JAC Hunter,6076,,,,,,,,,,,,,
3234832,13/5/2026,JAC Motors Wanneroo,HunterBuild,6025,JAC,Hunter,WA,Personal,Hunter X 4x4,Huntsman,Hammerhead,"Front & Rear Diff Lock - Already included, Power Sunroof - $TBC",No,,,,
3234758,12/5/2026,von Bibra JAC Motors,Register Your Interest JAC Hunter,4209,,,,,,,,,,,,,
3234756,12/5/2026,JAC Motors Shepparton,HunterBuild,3630,JAC,Hunter,NSW,Personal,Hunter X 4x4,Stratus,Hammerhead,"Front & Rear Diff Lock - Already included, Power Sunroof - $TBC",Yes,2012,KIA,GRAND CARNIVAL,360000
3234734,12/5/2026,E.L.N. JAC Motors,Register Your Interest JAC Hunter,2284,,,,,,,,,,,,,
3234731,12/5/2026,JAC Motors,Register Your Interest JAC Hunter,5558,,,,,,,,,,,,,
3234689,12/5/2026,JAC Motors Liverpool,Reserve Your Build,N/A,JAC,Hunter,NSW,Business,Hunter Pro 4x4,Hammerhead,Karak,,Yes,2022,RAM,1500 Limited,122000
3234660,12/5/2026,JAC Motors,Register Your Interest JAC Hunter,3537,,,,,,,,,,,,,
3234585,12/5/2026,JAC Motors Bunbury,HunterBuild,6230,JAC,Hunter,WA,Personal,Hunter X 4x4,Karak,I would like to wait for my preferred colour.,"Front & Rear Diff Lock - Already included, Power Sunroof - $TBC",Yes,2019,Holden,Commodore VXR,190000
3234558,12/5/2026,JAC Motors Wanneroo,Register Your Interest JAC Hunter,6019,,,,,,,,,,,,,
3234557,12/5/2026,von Bibra JAC Motors,Register Your Interest JAC Hunter,4220,,,,,,,,,,,,,
3234464,12/5/2026,JAC Motors,Register Your Interest JAC Hunter,7316,,,,,,,,,,,,,
3234388,12/5/2026,JAC Motors Werribee,Register Your Interest JAC Hunter,3217,,,,,,,,,,,,,
3234253,12/5/2026,von Bibra JAC Motors,Register Your Interest JAC Hunter,4211,,,,,,,,,,,,,
3234248,12/5/2026,Northern JAC Motors,Register Your Interest JAC Hunter,3850,,,,,,,,,,,,,
3234169,11/5/2026,Sydney City JAC Motors,Reserve Your Build,N/A,JAC,Hunter,NSW,Business,Hunter X 4x4,Hammerhead,Stratus,Front & Rear Diff Lock - Already included,No,,,,
3234149,11/5/2026,von Bibra JAC Motors,HunterBuild,4211,JAC,Hunter,QLD,Personal,Hunter X 4x4,Karak,Stratus,Front & Rear Diff Lock - Already included,Yes,,,,
3234018,11/5/2026,E.L.N. JAC Motors,Register Your Interest JAC Hunter,2322,,,,,,,,,,,,,
3233973,11/5/2026,JAC Motors Sunshine Coast - Maroochydore,HunterBuild,4564,JAC,Hunter,NSW,Personal,Hunter X 4x4,Stratus,Hammerhead,Front & Rear Diff Lock - Already included,No,,,,
3233909,11/5/2026,JAC Motors Hampstead Gardens,Register Your Interest JAC Hunter,5062,,,,,,,,,,,,,
3233905,11/5/2026,JAC Motors,Register Your Interest JAC Hunter,3377,,,,,,,,,,,,,
3233896,11/5/2026,von Bibra JAC Motors,Reserve Your Build,N/A,JAC,Hunter,NSW,Personal,Hunter X 4x4,Karak,Stratus,Front & Rear Diff Lock - Already included,No,,,,
3233879,11/5/2026,JAC Motors Werribee,HunterBuild,7320,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Ochre,,,No,,,,
3233858,11/5/2026,JAC Motors Hampstead Gardens,Register Your Interest JAC Hunter,5052,,,,,,,,,,,,,
3233801,11/5/2026,Keystar JAC Motors Kippa-Ring,Register Your Interest JAC Hunter,4516,,,,,,,,,,,,,
3233646,11/5/2026,JAC Motors Campbelltown,Register Your Interest JAC Hunter,2560,,,,,,,,,,,,,
3233639,11/5/2026,JAC Motors Cairns,Register Your Interest JAC Hunter,4870,,,,,,,,,,,,,
3233568,11/5/2026,Northern JAC Motors,Register Your Interest JAC Hunter,3195,,,,,,,,,,,,,
3233541,11/5/2026,JAC Motors Midland,Register Your Interest JAC Hunter,6171,,,,,,,,,,,,,
3233521,10/5/2026,E.L.N. JAC Motors,HunterBuild,2267,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Hammerhead,I would like to wait for my preferred colour.,Front & Rear Diff Lock - $TBC,Yes,2013,Toyota Landruiser,GX,120000
3233495,10/5/2026,JAC Motors Liverpool,Reserve Your Build,N/A,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Stratus,,Front & Rear Diff Lock - $TBC,No,,,,
3233484,10/5/2026,JAC Motors,Register Your Interest JAC Hunter,5558,,,,,,,,,,,,,
3233473,10/5/2026,JAC Motors Liverpool,Register Your Interest JAC Hunter,2575,,,,,,,,,,,,,
3233462,10/5/2026,JAC Motors,Register Your Interest JAC Hunter,7055,,,,,,,,,,,,,
3233447,10/5/2026,Sydney City JAC Motors,HunterBuild,2210,JAC,Hunter,NSW,Business,Hunter Pro 4x4,Ochre,,,Yes,,,,
3233404,10/5/2026,JAC Motors Campbelltown,Reserve Your Build,N/A,JAC,Hunter,NSW,Personal,Hunter X 4x4,Hammerhead,I would like to wait for my preferred colour.,"Front & Rear Diff Lock - Already included, Power Sunroof - $TBC",Yes,2017,Mitsubishi,Pajero sport,220000
3233389,10/5/2026,John Davis JAC Motors,Reserve Your Build,N/A,JAC,Hunter,NSW,Business,Hunter Pro 4x4,Huntsman,Ochre,,Yes,2022,Ldv,Sk8c ute,75000
3233364,10/5/2026,Sydney City JAC Motors,HunterBuild,2062,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Ochre,I would like to wait for my preferred colour.,,Yes,,,,
3233349,10/5/2026,JAC Motors Hampstead Gardens,Register Your Interest JAC Hunter,5109,,,,,,,,,,,,,
3233339,10/5/2026,Coral Coast JAC Motors,Register Your Interest JAC Hunter,4850,,,,,,,,,,,,,
3233333,10/5/2026,JAC Motors Wanneroo,HunterBuild,6010,JAC,Hunter,WA,Personal,Hunter X 4x4,Karak,I would like to wait for my preferred colour.,"Front & Rear Diff Lock - Already included, Power Sunroof - $TBC",Yes,2015,Toyota,Prado Altitude,160000
3233329,10/5/2026,JAC Motors Hampstead Gardens,HunterBuild,5251,JAC,Hunter,SA,Personal,Hunter Pro 4x4,Hammerhead,I would like to wait for my preferred colour.,Front & Rear Diff Lock - $TBC,No,,,,
3233218,10/5/2026,JAC Motors,Register Your Interest JAC Hunter,5556,,,,,,,,,,,,,
3233172,9/5/2026,JAC Motors Midland,HunterBuild,6112,JAC,Hunter,NSW,Personal,Hunter X 4x4,Karak,,"Front & Rear Diff Lock - Already included, Power Sunroof - $TBC",Yes,2017,Mazda,Cx5,97000km
3233167,9/5/2026,Cricks Highway JAC Motors,Register Your Interest JAC Hunter,4123,,,,,,,,,,,,,
3233141,9/5/2026,Sydney City JAC Motors,HunterBuild,2230,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Karak,Stratus,,No,,,,
3233123,9/5/2026,von Bibra JAC Motors,Register Your Interest JAC Hunter,4211,,,,,,,,,,,,,
3233101,9/5/2026,JAC Motors Capalaba,Register Your Interest JAC Hunter,4157,,,,,,,,,,,,,
3233078,9/5/2026,JAC Motors Penrith,Register Your Interest JAC Hunter,2750,,,,,,,,,,,,,
3233020,9/5/2026,Northern JAC Motors,Register Your Interest JAC Hunter,3821,,,,,,,,,,,,,
3233016,9/5/2026,Parramatta City JAC Motors,Register Your Interest JAC Hunter,2074,,,,,,,,,,,,,
3233005,9/5/2026,JAC Motors Campbelltown,Register Your Interest JAC Hunter,2567,,,,,,,,,,,,,
3232990,9/5/2026,JAC Motors Capalaba,Reserve Your Build,N/A,JAC,Hunter,QLD,Personal,Hunter Pro 4x4,Ochre,Ochre,,No,,,,
3232982,9/5/2026,Northern JAC Motors,Register Your Interest JAC Hunter,3103,,,,,,,,,,,,,
3232831,8/5/2026,JAC Motors Hampstead Gardens,HunterBuild,5142,JAC,Hunter,SA,Personal,Hunter X 4x4,Ochre,,"Front & Rear Diff Lock - Already included, Power Sunroof - $TBC",Yes,2018,Mitsubishi,Triton,150000
3232818,8/5/2026,JAC Motors Midland,Register Your Interest JAC Hunter,6233,,,,,,,,,,,,,
3232816,8/5/2026,JAC Motors Liverpool,Register Your Interest JAC Hunter,2203,,,,,,,,,,,,,
3232805,8/5/2026,JAC Motors Bendigo,Reserve Your Build,N/A,JAC,Hunter,VIC,Personal,Hunter X 4x4,Ochre,I would like to wait for my preferred colour.,"Front & Rear Diff Lock - Already included, Power Sunroof - $TBC",Yes,2021,Ldv,D90,105000
3232801,8/5/2026,JAC Motors Sunshine Coast - Maroochydore,HunterBuild,4556,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Huntsman,I would like to wait for my preferred colour.,,Yes,,,,
3232796,8/5/2026,JAC Motors Sunshine Coast - Maroochydore,Register Your Interest JAC Hunter,4554,,,,,,,,,,,,,
3232767,8/5/2026,Northern JAC Motors,Register Your Interest JAC Hunter,3199,,,,,,,,,,,,,
3232761,8/5/2026,JAC Motors Midland,HunterBuild,6112,JAC,Hunter,WA,Personal,Hunter Pro 4x4,Karak,I would like to wait for my preferred colour.,Front & Rear Diff Lock - $TBC,Yes,2018,Mitsubishi,Triton,170000
3232755,8/5/2026,von Bibra JAC Motors,HunterBuild,4209,JAC,Hunter,QLD,Business,Hunter Pro 4x4,Karak,Karak,Front & Rear Diff Lock - $TBC,No,,,,
3232742,8/5/2026,JAC Motors Liverpool,HunterBuild,2046,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Karak,I would like to wait for my preferred colour.,,No,,,,
3232717,8/5/2026,JAC Motors Rockhampton,Register Your Interest JAC Hunter,4710,,,,,,,,,,,,,
3232679,8/5/2026,Parramatta City JAC Motors,HunterBuild,2102,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Karak,I would like to wait for my preferred colour.,,No,,,,
3232606,8/5/2026,von Bibra JAC Motors,Reserve Your Build,N/A,JAC,Hunter,QLD,Personal,Hunter X 4x4,Stratus,Stratus,Front & Rear Diff Lock - Already included,Yes,2017,Mitsubishi Triton,Triton,160k
3232540,8/5/2026,E.L.N. JAC Motors,Register Your Interest JAC Hunter,2260,,,,,,,,,,,,,
3232499,8/5/2026,JAC Motors Midland,Register Your Interest JAC Hunter,6169,,,,,,,,,,,,,
3232464,8/5/2026,JAC Motors,Register Your Interest JAC Hunter,7307,,,,,,,,,,,,,
3232425,8/5/2026,Northern JAC Motors,Register Your Interest JAC Hunter,3152,,,,,,,,,,,,,
3232413,8/5/2026,Sydney City JAC Motors,Reserve Your Build,N/A,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Hammerhead,Karak,Front & Rear Diff Lock - $TBC,Yes,2014,Volkswagen,Amarok,140000
3232394,8/5/2026,Parramatta City JAC Motors,Register Your Interest JAC Hunter,2148,,,,,,,,,,,,,
3232371,7/5/2026,Northern JAC Motors,HunterBuild,3047,JAC,Hunter,VIC,Business,Hunter X 4x4,Ochre,Hammerhead,"Front & Rear Diff Lock - Already included, Power Sunroof - $TBC",Yes,,,,
3232340,7/5/2026,JAC Motors Penrith,Register Your Interest JAC Hunter,2750,,,,,,,,,,,,,
3232332,7/5/2026,von Bibra JAC Motors,HunterBuild,4213,JAC,Hunter,QLD,Personal,Hunter Pro 4x4,Hammerhead,Karak,,Yes,2018,Land Rover,Discovery Sport,"127,000"
3232330,7/5/2026,Cricks Highway JAC Motors,Register Your Interest JAC Hunter,4122,,,,,,,,,,,,,
3232310,7/5/2026,Kings Cars JAC Motors,Register Your Interest JAC Hunter,3280,,,,,,,,,,,,,
3232304,7/5/2026,Northern JAC Motors,Register Your Interest JAC Hunter,3926,,,,,,,,,,,,,
3232300,7/5/2026,Northern JAC Motors,Register Your Interest JAC Hunter,3926,,,,,,,,,,,,,
3232282,7/5/2026,Northern JAC Motors,HunterBuild,3931,JAC,Hunter,NSW,Personal,Hunter X 4x4,Karak,Ochre,"Front & Rear Diff Lock - Already included, Power Sunroof - $TBC",Yes,2021,Ford,Ranger,77500
3232276,7/5/2026,South Morang JAC Motors,HunterBuild,3818,JAC,Hunter,VIC,Business,Hunter Pro 4x4,Karak,,Front & Rear Diff Lock - $TBC,No,,,,
3232271,7/5/2026,JAC Motors Dubbo,HunterBuild,2794,JAC,Hunter,NSW,Personal,Hunter X 4x4,Stratus,Ochre,"Front & Rear Diff Lock - Already included, Power Sunroof - $TBC",No,,,,
3232270,7/5/2026,Northern JAC Motors,Register Your Interest JAC Hunter,3127,,,,,,,,,,,,,
3232237,7/5/2026,JAC Motors Midland,Register Your Interest JAC Hunter,6101,,,,,,,,,,,,,
3232210,7/5/2026,Cricks Highway JAC Motors,Register Your Interest JAC Hunter,4152,,,,,,,,,,,,,
3232199,7/5/2026,JAC Motors Queanbeyan,HunterBuild,2600,JAC,Hunter,ACT,Personal,Hunter X 4x4,Hammerhead,I would like to wait for my preferred colour.,"Front & Rear Diff Lock - Already included, Power Sunroof - $TBC",Yes,2013,Mercedes,A250 Sports AMG,140000
3232194,7/5/2026,JAC Motors Midland,Register Your Interest JAC Hunter,6110,,,,,,,,,,,,,
3232192,7/5/2026,Northern JAC Motors,Register Your Interest JAC Hunter,3977,,,,,,,,,,,,,
3232177,7/5/2026,JAC Motors Wanneroo,Reserve Your Build,N/A,JAC,Hunter,WA,Personal,Hunter Pro 4x4,Hammerhead,Karak,Front & Rear Diff Lock - $TBC,No,,,,
