Lead ID,Date,Location,Form,Postcode,Make,Model,State,Registration Type,Badge,Colour,Second-preference Colour,Optional Package,Trade-in Yes/No,Year,Vehicle,Model,Odometer
3232169,7/5/2026,Northern JAC Motors,HunterBuild,3658,JAC,Hunter,VIC,Personal,Hunter Pro 4x4,Stratus,Huntsman,Front & Rear Diff Lock - $TBC,Yes,2016,Holden,Colorado LTZ,253000
3232167,7/5/2026,Northern JAC Motors,HunterBuild,3658,JAC,Hunter,VIC,Personal,Hunter Pro 4x4,Stratus,Huntsman,Front & Rear Diff Lock - $TBC,Yes,,,,
3232158,7/5/2026,JAC Motors Queanbeyan,HunterBuild,2905,JAC,Hunter,NSW,Personal,Hunter X 4x4,Stratus,Ochre,Front & Rear Diff Lock - Already included,Yes,2012,Nissan,Navara stx 550,250000
3232053,7/5/2026,JAC Motors Gawler,Reserve Your Build,N/A,JAC,Hunter,SA,Business,Hunter Pro 4x4,Hammerhead,Ochre,,Yes,2025,JAC,T9,40000
3232005,7/5/2026,JAC Motors,Register Your Interest JAC Hunter,6041,,,,,,,,,,,,,
3232001,7/5/2026,JAC Motors,Register Your Interest JAC Hunter,2528,,,,,,,,,,,,,
3231977,7/5/2026,Cricks Highway JAC Motors,HunterBuild,4109,JAC,Hunter,QLD,Personal,Hunter Pro 4x4,Ochre,,,Yes,,,,
3231905,7/5/2026,Northern JAC Motors,HunterBuild,3011,JAC,Hunter,VIC,Personal,Hunter Pro 4x4,Hammerhead,Ochre,,Yes,,,,
3231902,7/5/2026,JAC Motors Werribee,Reserve Your Build,N/A,JAC,Hunter,VIC,Business,Hunter Pro 4x4,Karak,Hammerhead,,Yes,2004,lexus,RX330,200000
3231887,7/5/2026,JAC Motors,Register Your Interest JAC Hunter,3230,,,,,,,,,,,,,
3231812,7/5/2026,Northern JAC Motors,Register Your Interest JAC Hunter,3977,,,,,,,,,,,,,
3231811,7/5/2026,Northern JAC Motors,Register Your Interest JAC Hunter,3977,,,,,,,,,,,,,
3231798,6/5/2026,Northern JAC Motors,Reserve Your Build,N/A,JAC,Hunter,VIC,Personal,Hunter Pro 4x4,Stratus,Stratus,,Yes,2021,ford,everest,97000
3231796,6/5/2026,JAC Motors Queanbeyan,Register Your Interest JAC Hunter,2602,,,,,,,,,,,,,
3231781,6/5/2026,JAC Motors Wanneroo,Reserve Your Build,N/A,JAC,Hunter,WA,Personal,Hunter X 4x4,Hammerhead,Ochre,"Front & Rear Diff Lock - Already included, Power Sunroof - $TBC",No,,,,
3231778,6/5/2026,JAC Motors Capalaba,Register Your Interest JAC Hunter,4178,,,,,,,,,,,,,
3231769,6/5/2026,JAC Motors,Register Your Interest JAC Hunter,3437,,,,,,,,,,,,,
3231755,6/5/2026,Cricks Highway JAC Motors,Reserve Your Build,N/A,JAC,Hunter,QLD,Business,Hunter X 4x4,Karak,I would like to wait for my preferred colour.,"Front & Rear Diff Lock - Already included, Power Sunroof - $TBC",No,,,,
3231752,6/5/2026,Northern JAC Motors,Register Your Interest JAC Hunter,3089,,,,,,,,,,,,,
3231749,6/5/2026,JAC Motors Hillcrest,Register Your Interest JAC Hunter,4124,,,,,,,,,,,,,
3231747,6/5/2026,von Bibra JAC Motors,Register Your Interest JAC Hunter,4211,,,,,,,,,,,,,
3231737,6/5/2026,E.L.N. JAC Motors,Register Your Interest JAC Hunter,2321,,,,,,,,,,,,,
3231723,6/5/2026,Coral Coast JAC Motors,Register Your Interest JAC Hunter,4754,,,,,,,,,,,,,
3231711,6/5/2026,Cricks Highway JAC Motors,HunterBuild,4207,JAC,Hunter,NSW,Personal,Hunter X 4x4,Huntsman,Hammerhead,"Front & Rear Diff Lock - Already included, Power Sunroof - $TBC",No,,,,
3231707,6/5/2026,Northern JAC Motors,Register Your Interest JAC Hunter,3980,,,,,,,,,,,,,
3231703,6/5/2026,JAC Motors Midland,HunterBuild,6163,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Ochre,Stratus,Front & Rear Diff Lock - $TBC,No,,,,
3231701,6/5/2026,JAC Motors Hampstead Gardens,HunterBuild,5250,JAC,Hunter,SA,Personal,Hunter Pro 4x4,Huntsman,Hammerhead,,Yes,2024,jac,haven,9000
3231690,6/5/2026,JAC Motors Queanbeyan,Register Your Interest JAC Hunter,2615,,,,,,,,,,,,,
3231661,6/5/2026,Northern JAC Motors,Reserve Your Build,N/A,JAC,Hunter,VIC,Personal,Hunter Pro 4x4,Stratus,,,No,,,,
3231638,6/5/2026,Northern JAC Motors,HunterBuild,3145,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Ochre,Hammerhead,,Yes,2020,BMW,X1 sDrive18i,45400
3231623,6/5/2026,Ipswich JAC Motors,HunterBuild,4306,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Karak,Ochre,,Yes,,,,
3231614,6/5/2026,JAC Motors Hampstead Gardens,HunterBuild,5155,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Hammerhead,Huntsman,,Yes,,,,
3231606,6/5/2026,JAC Motors Werribee,Register Your Interest JAC Hunter,3022,,,,,,,,,,,,,
3231602,6/5/2026,JAC Motors Wanneroo,Register Your Interest JAC Hunter,6028,,,,,,,,,,,,,
3231593,6/5/2026,JAC Motors Wanneroo,HunterBuild,6026,JAC,Hunter,WA,Personal,Hunter X 4x4,Huntsman,,,Yes,,,,
3231590,6/5/2026,Parramatta City JAC Motors,Register Your Interest JAC Hunter,2770,,,,,,,,,,,,,
3231589,6/5/2026,JAC Motors Hampstead Gardens,HunterBuild,5163,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Hammerhead,I would like to wait for my preferred colour.,,No,,,,
3231572,6/5/2026,JAC Motors,Register Your Interest JAC Hunter,2720,,,,,,,,,,,,,
3231564,6/5/2026,von Bibra JAC Motors,Register Your Interest JAC Hunter,4210,,,,,,,,,,,,,
3231559,6/5/2026,Northern JAC Motors,Register Your Interest JAC Hunter,3114,,,,,,,,,,,,,
3231539,6/5/2026,JAC Motors,Register Your Interest JAC Hunter,7173,,,,,,,,,,,,,
3231526,6/5/2026,JAC Motors Penrith,Reserve Your Build,N/A,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Huntsman,Ochre,,Yes,2009,Holden,CAPTIVA,220000
3231466,6/5/2026,Ipswich JAC Motors,HunterBuild,4304,JAC,Hunter,QLD,Personal,Hunter X 4x4,Hammerhead,Karak,,No,,,,
3231458,6/5/2026,JAC Motors Rockhampton,Reserve Your Build,N/A,JAC,Hunter,QLD,Personal,Hunter X 4x4,Karak,Karak,,No,,,,
3231449,6/5/2026,JAC Motors Hampstead Gardens,HunterBuild,5250,JAC,Hunter,SA,Personal,Hunter Pro 4x4,Huntsman,Hammerhead,,Yes,2024,JAC,T9 Haven,9000
3231412,6/5/2026,JAC Motors Parramatta - Coming Soon,Register Your Interest JAC Hunter,2142,,,,,,,,,,,,,
3231403,6/5/2026,JAC Motors Midland,HunterBuild,6166,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Karak,I would like to wait for my preferred colour.,,Yes,2021,Ford,Ranger Wildtrak x,65000
3231399,6/5/2026,Northern JAC Motors,HunterBuild,3192,JAC,Hunter,VIC,Business,Hunter Pro 4x4,Hammerhead,Huntsman,,No,,,,
3231271,6/5/2026,Kings Cars JAC Motors,Reserve Your Build,N/A,JAC,Hunter,VIC,Personal,Hunter Pro 4x4,Hammerhead,Karak,,Yes,,,,
3231242,6/5/2026,JAC Motors Sunshine Coast - Nambour,Reserve Your Build,N/A,JAC,Hunter,QLD,Personal,Hunter X 4x4,Ochre,Hammerhead,,No,,,,
3231155,6/5/2026,Cricks Highway JAC Motors,HunterBuild,4207,JAC,Hunter,QLD,Personal,Hunter X 4x4,Hammerhead,I would like to wait for my preferred colour.,,Yes,2018,Mitsubishi,Triton,118000
3231153,6/5/2026,JAC Motors Hillcrest,HunterBuild,4069,JAC,Hunter,QLD,Personal,Hunter X 4x4,Huntsman,Hammerhead,,Yes,2017,Toyota,Fortuner,90000
3231151,6/5/2026,JAC Motors Hillcrest,HunterBuild,4069,JAC,Hunter,QLD,Personal,Hunter X 4x4,Huntsman,Hammerhead,,Yes,,,,
3231149,6/5/2026,Northern JAC Motors,HunterBuild,3107,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Karak,Hammerhead,,Yes,2009,Toyota,Corolla,245000
3231145,6/5/2026,Keystar JAC Motors Kippa-Ring,HunterBuild,4032,JAC,Hunter,QLD,Business,Hunter Pro 4x4,Karak,I would like to wait for my preferred colour.,,No,,,,
3231141,6/5/2026,Sydney City JAC Motors,HunterBuild,2234,JAC,Hunter,NSW,Personal,Hunter X 4x4,Karak,I would like to wait for my preferred colour.,,No,,,,
3231133,6/5/2026,Coral Coast JAC Motors,HunterBuild,4812,JAC,Hunter,QLD,Personal,Hunter Pro 4x4,Hammerhead,Huntsman,,No,,,,
3231120,6/5/2026,Parramatta City JAC Motors,Reserve Your Build,N/A,JAC,Hunter,NSW,Business,Hunter Pro 4x4,Stratus,Huntsman,,Yes,,,,
3231105,5/5/2026,Northern JAC Motors,HunterBuild,3043,JAC,Hunter,VIC,Business,Hunter X 4x4,Stratus,I would like to wait for my preferred colour.,,No,,,,
3231098,5/5/2026,JAC Motors Penrith,Reserve Your Build,N/A,JAC,Hunter,NSW,Personal,Hunter X 4x4,Ochre,Ochre,,Yes,2018,Hyundai,Santa Fe,180000
3231092,5/5/2026,JAC Motors Sunshine Coast - Maroochydore,HunterBuild,4551,JAC,Hunter,QLD,Personal,Hunter X 4x4,Karak,I would like to wait for my preferred colour.,,Yes,2022.5,Nissan,Navara Warrior,47000
3231090,5/5/2026,Sydney City JAC Motors,HunterBuild,2069,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Hammerhead,I would like to wait for my preferred colour.,,Yes,,,,
3231087,5/5/2026,JAC Motors Queanbeyan,Reserve Your Build,N/A,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Stratus,Huntsman,,Yes,2015,Nissan,Navara,110000
3231073,5/5/2026,JAC Motors Wanneroo,HunterBuild,6065,JAC,Hunter,WA,Personal,Hunter X 4x4,Karak,Karak,,No,,,,
3231072,5/5/2026,Northern JAC Motors,Register Your Interest JAC Hunter,3160,,,,,,,,,,,,,
3231069,5/5/2026,von Bibra JAC Motors,Register Your Interest JAC Hunter,4213,,,,,,,,,,,,,
3231064,5/5/2026,von Bibra JAC Motors,HunterBuild,4209,JAC,Hunter,QLD,Personal,Hunter X 4x4,Ochre,Stratus,,Yes,2017,Isuzu,D-MAX,207000
3231059,5/5/2026,Northern JAC Motors,HunterBuild,3429,JAC,Hunter,VIC,Personal,Hunter Pro 4x4,Hammerhead,Huntsman,,Yes,2018,Toyota,Hilux,230000
3231040,5/5/2026,JAC Motors Liverpool,Register Your Interest JAC Hunter,2137,,,,,,,,,,,,,
3231035,5/5/2026,JAC Motors Hampstead Gardens,HunterBuild,5251,JAC,Hunter,SA,Business,Hunter X 4x4,Stratus,I would like to wait for my preferred colour.,,No,,,,
3231025,5/5/2026,JAC Motors Townsville,Reserve Your Build,N/A,JAC,Hunter,QLD,Personal,Hunter Pro 4x4,Ochre,I would like to wait for my preferred colour.,,Yes,2018,Mazda,BT-50 space cab,73000
3231022,5/5/2026,Sydney City JAC Motors,HunterBuild,2070,JAC,Hunter,NSW,Personal,Hunter X 4x4,Karak,Karak,,Yes,2022,skoda,kodiaq,70000
3231020,5/5/2026,JAC Motors Campbelltown,HunterBuild,2557,JAC,Hunter,NSW,Personal,Hunter X 4x4,Stratus,Huntsman,,Yes,2023,Tank,300,60000
3231018,5/5/2026,JAC Motors Werribee,Reserve Your Build,N/A,JAC,Hunter,VIC,Business,Hunter Pro 4x4,Ochre,,,No,,,,
3231015,5/5/2026,Northern JAC Motors,HunterBuild,3818,JAC,Hunter,VIC,Personal,Hunter Pro 4x4,Hammerhead,,,Yes,2021,Tesla,Model 3,148000
3231008,5/5/2026,Keystar JAC Motors Morayfield,HunterBuild,4506,JAC,Hunter,QLD,Business,Hunter X 4x4,Stratus,Stratus,,Yes,2015,Nissan,Navara,260000
3231006,5/5/2026,JAC Motors Wanneroo,HunterBuild,6722,JAC,Hunter,WA,Personal,Hunter X 4x4,Ochre,Huntsman,,Yes,,,,
3231002,5/5/2026,JAC Motors,Register Your Interest JAC Hunter,3354,,,,,,,,,,,,,
3230999,5/5/2026,Cricks Tweed JAC Motors,HunterBuild,4221,JAC,Hunter,NSW,Personal,Hunter X 4x4,Hammerhead,Stratus,,No,,,,
3230995,5/5/2026,JAC Motors Midland,HunterBuild,6164,JAC,Hunter,WA,Personal,Hunter X 4x4,Huntsman,Hammerhead,,Yes,2015,mitsubushi,triton,140000
3230989,5/5/2026,Keystar JAC Motors Morayfield,HunterBuild,4505,JAC,Hunter,QLD,Personal,Hunter X 4x4,Ochre,Huntsman,,No,,,,
3230988,5/5/2026,Northern JAC Motors,Reserve Your Build,N/A,JAC,Hunter,VIC,Personal,Hunter Pro 4x4,Karak,I would like to wait for my preferred colour.,,Yes,2023,Mazda,BT50 Thunder,80000
3230982,5/5/2026,JAC Motors Gympie,HunterBuild,4580,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Hammerhead,Karak,,Yes,2020,Toyota,Hilux sr6 dual cab,45
3230980,5/5/2026,Sydney City JAC Motors,Reserve Your Build,N/A,JAC,Hunter,NSW,Business,Hunter X 4x4,Karak,Hammerhead,,Yes,2010,Mercedes,E250 Convertible,184000
3230978,5/5/2026,JAC Motors Nowra,HunterBuild,2529,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Huntsman,I would like to wait for my preferred colour.,,No,,,,
3230977,5/5/2026,Ipswich JAC Motors,Register Your Interest JAC Hunter,4300,,,,,,,,,,,,,
3230975,5/5/2026,Sydney City JAC Motors,Reserve Your Build,N/A,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Karak,Karak,,No,,,,
3230968,5/5/2026,JAC Motors Werribee,Reserve Your Build,N/A,JAC,Hunter,VIC,Personal,Hunter X 4x4,Hammerhead,Karak,,No,,,,
3230967,5/5/2026,Northern JAC Motors,Reserve Your Build,N/A,JAC,Hunter,VIC,Personal,Hunter X 4x4,Karak,I would like to wait for my preferred colour.,,No,,,,
3230966,5/5/2026,JAC Motors Sunshine Coast - Nambour,Reserve Your Build,N/A,JAC,Hunter,QLD,Personal,Hunter Pro 4x4,Hammerhead,Stratus,,No,,,,
3230965,5/5/2026,JAC Motors Werribee,Reserve Your Build,N/A,JAC,Hunter,VIC,Personal,Hunter Pro 4x4,Karak,Huntsman,,No,,,,
3230964,5/5/2026,Sydney City JAC Motors,Reserve Your Build,N/A,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Stratus,Hammerhead,,No,,,,
3230963,5/5/2026,South Morang JAC Motors,Reserve Your Build,N/A,JAC,Hunter,VIC,Personal,Hunter Pro 4x4,Hammerhead,Karak,,No,,,,
3230961,5/5/2026,Keystar JAC Motors Morayfield,Reserve Your Build,N/A,JAC,Hunter,QLD,Business,Hunter Pro 4x4,Hammerhead,Karak,,No,,,,
3230960,5/5/2026,Keystar JAC Motors Morayfield,Reserve Your Build,N/A,JAC,Hunter,QLD,Business,Hunter Pro 4x4,Karak,Hammerhead,,Yes,,,,
3230958,5/5/2026,South Morang JAC Motors,HunterBuild,3799,JAC,Hunter,VIC,Personal,Hunter X 4x4,Hammerhead,I would like to wait for my preferred colour.,,No,,,,
3230957,5/5/2026,Northern JAC Motors,Reserve Your Build,N/A,JAC,Hunter,VIC,Personal,Hunter Pro 4x4,Ochre,Hammerhead,,No,,,,
3230954,5/5/2026,Cricks Tweed JAC Motors,Reserve Your Build,N/A,JAC,Hunter,QLD,Personal,Hunter X 4x4,Stratus,I would like to wait for my preferred colour.,,Yes,,Navara,"2021, NP300 STX fully optioned, sunroof, leather and 50ks",
3230953,5/5/2026,Cricks Highway JAC Motors,Reserve Your Build,N/A,JAC,Hunter,QLD,Personal,Hunter X 4x4,Ochre,Hammerhead,,Yes,2019,Holden,Colorado,115000
3230950,5/5/2026,JAC Motors Nowra,Reserve Your Build,N/A,JAC,Hunter,NSW,Personal,Hunter X 4x4,Ochre,Karak,,No,,,,
3230946,5/5/2026,Sydney City JAC Motors,HunterBuild,2065,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Hammerhead,Karak,,No,,,,
3230943,5/5/2026,Northern JAC Motors,HunterBuild,3658,JAC,Hunter,VIC,Personal,Hunter Pro 4x4,Stratus,Huntsman,,Yes,2016,Holden,Colorado,253000
3230942,5/5/2026,JAC Motors Newcastle,Reserve Your Build,N/A,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Ochre,,,Yes,2011,hyundai,i30,215000
3230941,5/5/2026,Northern JAC Motors,Reserve Your Build,N/A,JAC,Hunter,VIC,Business,Hunter X 4x4,Karak,Ochre,,No,,,,
3230940,5/5/2026,JAC Motors VicPark,Reserve Your Build,N/A,JAC,Hunter,WA,Personal,Hunter X 4x4,Huntsman,Hammerhead,,No,,,,
3230939,5/5/2026,John Davis JAC Motors,Register Your Interest JAC Hunter,2790,,,,,,,,,,,,,
3230938,5/5/2026,Cricks Tweed JAC Motors,Reserve Your Build,N/A,JAC,Hunter,NSW,Personal,Hunter X 4x4,Huntsman,Hammerhead,,No,,,,
3230937,5/5/2026,JAC Motors Hillcrest,Reserve Your Build,N/A,JAC,Hunter,QLD,Personal,Hunter X 4x4,Ochre,Hammerhead,,Yes,,Rav 4,XSE,7900
3230936,5/5/2026,von Bibra JAC Motors,Reserve Your Build,N/A,JAC,Hunter,QLD,Business,Hunter X 4x4,Ochre,I would like to wait for my preferred colour.,,No,,,,
3230935,5/5/2026,JAC Motors Dubbo,HunterBuild,2794,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Ochre,I would like to wait for my preferred colour.,,No,,,,
3230933,5/5/2026,Northern JAC Motors,Reserve Your Build,N/A,JAC,Hunter,VIC,Personal,Hunter X 4x4,Karak,I would like to wait for my preferred colour.,,Yes,2019,Nissan,Pathfinder STL,60000
3230932,5/5/2026,JAC Motors Werribee,Reserve Your Build,N/A,JAC,Hunter,VIC,Personal,Hunter Pro 4x4,Huntsman,,,Yes,2018,Mitsubishi,Triton,260000
3230931,5/5/2026,JAC Motors Capalaba,Reserve Your Build,N/A,JAC,Hunter,QLD,Business,Hunter X 4x4,Ochre,Stratus,,Yes,2021,Ford,Ranger XLT,46000
3230927,5/5/2026,Sydney City JAC Motors,HunterBuild,2065,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Ochre,I would like to wait for my preferred colour.,,No,,,,
3230925,5/5/2026,Cricks Highway JAC Motors,HunterBuild,4130,JAC,Hunter,QLD,Personal,Hunter Pro 4x4,Huntsman,Karak,,Yes,2021,Isuzu,Dmax xterrain,70000
3230922,5/5/2026,JAC Motors Cairns,HunterBuild,0810,JAC,Hunter,NSW,Business,Hunter Pro 4x4,Hammerhead,Stratus,,No,,,,
3230921,5/5/2026,Northern JAC Motors,Reserve Your Build,N/A,JAC,Hunter,VIC,Business,Hunter X 4x4,Hammerhead,,,No,,,,
3230920,5/5/2026,Parramatta City JAC Motors,Reserve Your Build,N/A,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Karak,Hammerhead,,No,,,,
3230919,5/5/2026,von Bibra JAC Motors,Register Your Interest JAC Hunter,4209,,,,,,,,,,,,,
3230918,5/5/2026,JAC Motors Hampstead Gardens,Reserve Your Build,N/A,JAC,Hunter,SA,Personal,Hunter X 4x4,Huntsman,Hammerhead,,Yes,2023,Tesla,Model Y,33000
3230917,5/5/2026,JAC Motors Gawler,Reserve Your Build,N/A,JAC,Hunter,SA,Personal,Hunter X 4x4,Huntsman,Hammerhead,,Yes,2015,Colorado Z71,Holden,"340,000"
3230915,5/5/2026,JAC Motors Penrith,Reserve Your Build,N/A,JAC,Hunter,NSW,Personal,Hunter X 4x4,Ochre,I would like to wait for my preferred colour.,,Yes,2022,Subaru,Forester,27000
3230914,5/5/2026,JAC Motors Werribee,Reserve Your Build,N/A,JAC,Hunter,VIC,Personal,Hunter Pro 4x4,Karak,I would like to wait for my preferred colour.,,No,,,,
3230913,5/5/2026,Sydney City JAC Motors,Register Your Interest JAC Hunter,2065,,,,,,,,,,,,,
3230911,5/5/2026,JAC Motors Wanneroo,Reserve Your Build,N/A,JAC,Hunter,WA,Business,Hunter Pro 4x4,Stratus,I would like to wait for my preferred colour.,,No,,,,
3230910,5/5/2026,JAC Motors Dubbo,Reserve Your Build,N/A,JAC,Hunter,NSW,Personal,Hunter X 4x4,Ochre,Huntsman,,No,,,,
3230909,5/5/2026,JAC Motors Townsville,Reserve Your Build,N/A,JAC,Hunter,QLD,Personal,Hunter Pro 4x4,Ochre,I would like to wait for my preferred colour.,,No,,,,
3230908,5/5/2026,Northern JAC Motors,Reserve Your Build,N/A,JAC,Hunter,VIC,Business,Hunter Pro 4x4,Hammerhead,Hammerhead,,No,,,,
3230907,5/5/2026,von Bibra JAC Motors,Reserve Your Build,N/A,JAC,Hunter,QLD,Personal,Hunter X 4x4,Stratus,Karak,,No,,,,
3230906,5/5/2026,JAC Motors Sunshine Coast - Nambour,Register Your Interest JAC Hunter,4552,,,,,,,,,,,,,
3230898,5/5/2026,Cricks Tweed JAC Motors,Register Your Interest JAC Hunter,2483,,,,,,,,,,,,,
3230865,5/5/2026,von Bibra JAC Motors,Register Your Interest JAC Hunter,4218,,,,,,,,,,,,,
3230851,5/5/2026,Parramatta City JAC Motors,Register Your Interest JAC Hunter,2156,,,,,,,,,,,,,
3230833,5/5/2026,Keystar JAC Motors Kippa-Ring,Register Your Interest JAC Hunter,4507,,,,,,,,,,,,,
3230829,5/5/2026,JAC Motors Penrith,Register Your Interest JAC Hunter,2765,,,,,,,,,,,,,
3230827,5/5/2026,Parramatta City JAC Motors,Register Your Interest JAC Hunter,2156,,,,,,,,,,,,,
3230802,5/5/2026,Northern JAC Motors,Register Your Interest JAC Hunter,3810,,,,,,,,,,,,,
3230797,5/5/2026,JAC Motors Dubbo,Register Your Interest JAC Hunter,2794,,,,,,,,,,,,,
3230794,5/5/2026,JAC Motors,Register Your Interest JAC Hunter,3321,,,,,,,,,,,,,
3230767,5/5/2026,JAC Motors,Register Your Interest JAC Hunter,3429,,,,,,,,,,,,,
3230736,5/5/2026,JAC Motors Liverpool,Register Your Interest JAC Hunter,2575,,,,,,,,,,,,,
3230734,5/5/2026,Cricks Highway JAC Motors,Register Your Interest JAC Hunter,4207,,,,,,,,,,,,,
3230695,5/5/2026,Northern JAC Motors,Register Your Interest JAC Hunter,3153,,,,,,,,,,,,,
3230683,5/5/2026,JAC Motors Wanneroo,Register Your Interest JAC Hunter,6052,,,,,,,,,,,,,
3230660,5/5/2026,von Bibra JAC Motors,Register Your Interest JAC Hunter,4211,,,,,,,,,,,,,
3230635,5/5/2026,JAC Motors Toowoomba,Register Your Interest JAC Hunter,4352,,,,,,,,,,,,,
3230623,5/5/2026,JAC Motors St George,Register Your Interest JAC Hunter,2219,,,,,,,,,,,,,
3230616,5/5/2026,JAC Motors Werribee,Register Your Interest JAC Hunter,3030,,,,,,,,,,,,,
3230614,5/5/2026,von Bibra JAC Motors,Register Your Interest JAC Hunter,4209,,,,,,,,,,,,,
3230611,5/5/2026,JAC Motors Liverpool,Register Your Interest JAC Hunter,2176,,,,,,,,,,,,,
3230580,5/5/2026,JAC Motors Midland,Register Your Interest JAC Hunter,6056,,,,,,,,,,,,,
3230534,5/5/2026,JAC Motors,Register Your Interest JAC Hunter,3321,,,,,,,,,,,,,
3230526,5/5/2026,JAC Motors Wodonga,Register Your Interest JAC Hunter,2643,,,,,,,,,,,,,
3230523,5/5/2026,JAC Motors Sunshine Coast - Maroochydore,Register Your Interest JAC Hunter,4556,,,,,,,,,,,,,
3230464,5/5/2026,JAC Motors Wanneroo,Register Your Interest JAC Hunter,6019,,,,,,,,,,,,,
3230423,5/5/2026,JAC Motors Gawler,Register Your Interest JAC Hunter,5540,,,,,,,,,,,,,
3230405,5/5/2026,Northern JAC Motors,Register Your Interest JAC Hunter,3810,,,,,,,,,,,,,
3230396,5/5/2026,JAC Motors,Register Your Interest JAC Hunter,2315,,,,,,,,,,,,,
3230392,5/5/2026,JAC Motors,Register Your Interest JAC Hunter,2323,,,,,,,,,,,,,
3230379,5/5/2026,JAC Motors Midland,Register Your Interest JAC Hunter,6082,,,,,,,,,,,,,
3230369,4/5/2026,Northern JAC Motors,Register Your Interest JAC Hunter,3752,,,,,,,,,,,,,
3230307,4/5/2026,JAC Motors Townsville,Register Your Interest JAC Hunter,4737,,,,,,,,,,,,,
3230305,4/5/2026,JAC Motors Hillcrest,Register Your Interest JAC Hunter,4280,,,,,,,,,,,,,
3230291,4/5/2026,von Bibra JAC Motors,Register Your Interest JAC Hunter,4209,,,,,,,,,,,,,
3230262,4/5/2026,JAC Motors Newcastle,Register Your Interest JAC Hunter,2320,,,,,,,,,,,,,
3230224,4/5/2026,Ipswich JAC Motors,Register Your Interest JAC Hunter,4306,,,,,,,,,,,,,
3230100,4/5/2026,JAC Motors Campbelltown,Register Your Interest JAC Hunter,2570,,,,,,,,,,,,,
3230014,4/5/2026,JAC Motors Penrith,Register Your Interest JAC Hunter,2745,,,,,,,,,,,,,
3230012,4/5/2026,JAC Motors Campbelltown,Register Your Interest JAC Hunter,2557,,,,,,,,,,,,,
3229851,4/5/2026,E.L.N. JAC Motors,Register Your Interest JAC Hunter,2260,,,,,,,,,,,,,
3229775,3/5/2026,JAC Motors Wanneroo,Register Your Interest JAC Hunter,6010,,,,,,,,,,,,,
3229764,3/5/2026,JAC Motors Cairns,Register Your Interest JAC Hunter,0820,,,,,,,,,,,,,
3229753,3/5/2026,JAC Motors Liverpool,Register Your Interest JAC Hunter,2171,,,,,,,,,,,,,
3229682,3/5/2026,JAC Motors Cairns,Register Your Interest JAC Hunter,4878,,,,,,,,,,,,,
3229628,3/5/2026,JAC Motors Newcastle,Register Your Interest JAC Hunter,2318,,,,,,,,,,,,,
3229506,3/5/2026,Kings Cars JAC Motors,Register Your Interest JAC Hunter,3350,,,,,,,,,,,,,
3229454,3/5/2026,JAC Motors Townsville,Register Your Interest JAC Hunter,4800,,,,,,,,,,,,,
3229422,2/5/2026,Parramatta City JAC Motors,Register Your Interest JAC Hunter,2156,,,,,,,,,,,,,
3229421,2/5/2026,Sydney City JAC Motors,Register Your Interest JAC Hunter,2066,,,,,,,,,,,,,
3229413,2/5/2026,Northern JAC Motors,Register Your Interest JAC Hunter,3134,,,,,,,,,,,,,
3229412,2/5/2026,Northern JAC Motors,Register Your Interest JAC Hunter,3851,,,,,,,,,,,,,
3229388,2/5/2026,Parramatta City JAC Motors,Register Your Interest JAC Hunter,2763,,,,,,,,,,,,,
3229386,2/5/2026,JAC Motors Hillcrest,Register Your Interest JAC Hunter,4132,,,,,,,,,,,,,
3229376,2/5/2026,JAC Motors Hampstead Gardens,Register Your Interest JAC Hunter,5050,,,,,,,,,,,,,
3229339,2/5/2026,JAC Motors Penrith,Register Your Interest JAC Hunter,2765,,,,,,,,,,,,,
3229328,2/5/2026,Northern JAC Motors,Register Your Interest JAC Hunter,3931,,,,,,,,,,,,,
3229326,2/5/2026,JAC Motors Toowoomba,Register Your Interest JAC Hunter,4350,,,,,,,,,,,,,
3229295,2/5/2026,John Davis JAC Motors,Register Your Interest JAC Hunter,2795,,,,,,,,,,,,,
3229242,2/5/2026,von Bibra JAC Motors,Register Your Interest JAC Hunter,4214,,,,,,,,,,,,,
3229226,2/5/2026,JAC Motors Gawler,Register Your Interest JAC Hunter,5118,,,,,,,,,,,,,
3229210,2/5/2026,JAC Motors Sunshine Coast - Nambour,Register Your Interest JAC Hunter,4560,,,,,,,,,,,,,
